date,equipment_id,equipment_name,site,area,vibration_mm_s,bearing_temp_c,oil_pressure_bar,hours_since_service,defects_flagged,will_fail
2026-06-03,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.0,51.9,4.82,1166,0,0
2026-06-04,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.13,52.3,4.8,1172,1,0
2026-06-05,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.03,52.1,4.88,1178,0,0
2026-06-06,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.05,52.7,4.95,1189,0,0
2026-06-07,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.2,54.6,4.8,1201,0,0
2026-06-08,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.2,54.2,4.96,1208,0,0
2026-06-09,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.24,52.5,4.99,1217,0,0
2026-06-10,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.25,53.2,4.93,1227,0,0
2026-06-11,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.18,53.4,4.82,1240,0,0
2026-06-12,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.21,52.5,4.81,1252,0,0
2026-06-13,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,1.99,54.2,4.79,1258,0,0
2026-06-14,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.0,54.1,4.84,1271,0,0
2026-06-15,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.26,53.7,4.8,1279,0,0
2026-06-16,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.03,54.8,4.95,1290,0,0
2026-06-17,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.17,52.9,4.82,1296,0,0
2026-06-18,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.17,52.4,4.83,1307,0,0
2026-06-19,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.14,54.4,4.82,1321,0,0
2026-06-20,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.07,51.9,4.92,1333,0,0
2026-06-21,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.07,53.7,4.85,1340,0,0
2026-06-22,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.12,53.4,4.9,1350,0,0
2026-06-23,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.12,52.1,4.95,1358,1,0
2026-06-24,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.02,52.0,4.92,1370,0,0
2026-06-25,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.04,53.0,4.91,1377,1,0
2026-06-26,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.25,54.4,4.88,1383,0,0
2026-06-27,EQ-PMP-01,Slurry Pump P-12,Chanderiya Zinc,Hydrometallurgy,2.22,54.3,4.8,1393,0,0
2026-03-30,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.23,47.0,4.86,997,0,0
2026-03-31,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.46,47.3,4.86,1009,0,0
2026-04-01,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.42,47.1,4.73,1022,0,0
2026-04-02,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.66,49.1,4.75,1034,0,0
2026-04-03,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.59,48.2,4.75,1044,0,0
2026-04-04,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.5,47.7,4.67,1050,0,0
2026-04-05,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.65,48.8,4.76,1056,0,0
2026-04-06,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.9,50.2,4.68,1064,2,0
2026-04-07,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.77,51.9,4.59,1074,1,0
2026-04-08,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.03,51.9,4.66,1087,1,0
2026-04-09,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,2.99,53.0,4.61,1097,1,0
2026-04-10,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.12,53.5,4.53,1109,0,0
2026-04-11,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.02,53.2,4.55,1115,1,0
2026-04-12,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.17,52.7,4.52,1126,2,0
2026-04-13,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.3,53.5,4.47,1140,2,0
2026-04-14,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.19,53.8,4.45,1146,2,0
2026-04-15,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.34,55.4,4.48,1159,1,0
2026-04-16,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.34,55.7,4.45,1168,3,0
2026-04-17,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.55,56.1,4.3,1180,3,0
2026-04-18,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.58,55.0,4.31,1191,1,0
2026-04-19,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.52,55.6,4.39,1200,1,0
2026-04-20,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.56,58.2,4.25,1208,1,0
2026-04-21,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.81,56.8,4.26,1214,2,0
2026-04-22,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.83,59.3,4.26,1222,1,0
2026-04-23,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.0,59.1,4.17,1228,1,0
2026-04-24,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.81,60.0,4.1,1240,0,0
2026-04-25,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.97,58.9,4.13,1252,2,0
2026-04-26,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,3.96,60.0,4.22,1266,2,0
2026-04-27,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.16,61.7,4.03,1280,2,0
2026-04-28,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.06,62.2,4.06,1290,2,0
2026-04-29,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.37,62.5,4.14,1296,1,0
2026-04-30,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.29,62.3,3.97,1308,1,0
2026-05-01,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.46,62.9,4.03,1320,1,0
2026-05-02,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.48,62.8,3.91,1334,2,0
2026-05-03,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.59,65.4,4.04,1346,1,0
2026-05-04,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.73,66.0,3.9,1360,2,0
2026-05-05,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.77,64.2,3.81,1371,2,0
2026-05-06,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.71,67.1,3.96,1381,3,0
2026-05-07,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.65,67.8,3.88,1390,3,0
2026-05-08,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.73,67.7,3.76,1403,1,0
2026-05-09,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,4.92,66.3,3.74,1409,1,0
2026-05-10,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.12,67.0,3.81,1418,1,0
2026-05-11,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.2,69.5,3.75,1429,1,0
2026-05-12,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.2,69.2,3.79,1440,2,0
2026-05-13,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.2,69.9,3.74,1446,2,0
2026-05-14,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.11,71.4,3.68,1458,2,0
2026-05-15,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.39,71.9,3.59,1471,2,0
2026-05-16,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.37,70.8,3.65,1477,1,0
2026-05-17,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.49,70.3,3.6,1485,0,0
2026-05-18,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.4,71.8,3.56,1493,1,0
2026-05-19,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.69,71.3,3.51,1501,2,0
2026-05-20,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.63,72.7,3.52,1513,0,0
2026-05-21,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.6,73.8,3.4,1521,1,0
2026-05-22,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.67,75.2,3.4,1527,2,0
2026-05-23,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.82,75.0,3.36,1535,1,0
2026-05-24,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.75,75.2,3.41,1541,2,1
2026-05-25,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.01,75.6,3.38,1547,2,1
2026-05-26,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.05,77.2,3.27,1555,3,1
2026-05-27,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,5.96,77.0,3.36,1566,2,1
2026-05-28,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.06,77.8,3.33,1580,3,1
2026-05-29,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.36,76.6,3.24,1591,0,1
2026-05-30,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.39,77.0,3.25,1598,2,1
2026-05-31,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.36,79.4,3.25,1605,2,1
2026-06-01,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.3,80.0,3.23,1615,2,1
2026-06-02,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.51,80.2,3.27,1628,2,1
2026-06-03,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.46,80.7,3.2,1637,2,1
2026-06-04,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.5,81.9,3.19,1649,3,1
2026-06-05,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.72,80.0,3.04,1659,3,1
2026-06-06,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.76,82.7,3.0,1670,1,1
2026-06-07,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.67,81.5,3.02,1681,2,1
2026-06-08,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,6.74,81.9,2.95,1694,2,1
2026-06-09,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.03,83.2,3.05,1708,2,1
2026-06-10,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.02,83.1,3.01,1719,2,1
2026-06-11,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.02,84.2,2.95,1727,3,1
2026-06-12,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.25,85.8,2.96,1738,2,1
2026-06-13,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.32,85.2,2.96,1748,3,1
2026-06-14,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.35,86.9,2.95,1761,1,1
2026-06-15,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.23,86.1,2.84,1775,2,0
2026-06-16,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.28,88.6,2.82,1783,3,0
2026-06-17,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.57,86.5,2.75,1789,2,0
2026-06-18,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.52,86.8,2.77,1799,1,0
2026-06-19,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.51,87.8,2.69,1813,3,0
2026-06-20,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.55,88.6,2.61,1827,3,0
2026-06-21,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.67,88.7,2.73,1837,3,0
2026-06-22,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.91,90.4,2.57,1843,2,0
2026-06-23,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.72,90.6,2.57,1856,1,0
2026-06-24,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,7.98,91.8,2.61,1869,2,0
2026-06-25,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,8.04,90.6,2.54,1882,2,0
2026-06-26,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,8.17,91.6,2.53,1890,0,0
2026-06-27,EQ-PMP-02,Cooling Water Pump P-3,BALCO Korba,Power Plant,8.23,92.7,2.43,1903,2,0
2026-03-30,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.39,51.3,5.07,432,0,0
2026-03-31,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.46,54.6,5.06,443,0,0
2026-04-01,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.67,54.0,5.02,452,0,0
2026-04-02,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.66,55.4,4.94,465,1,0
2026-04-03,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.61,54.7,5.01,477,1,0
2026-04-04,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.66,54.5,4.98,483,0,0
2026-04-05,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.76,56.5,4.92,492,0,0
2026-04-06,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.02,56.2,4.99,504,0,0
2026-04-07,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,2.99,57.7,4.87,512,1,0
2026-04-08,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.18,56.5,4.85,523,3,0
2026-04-09,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.1,58.8,4.84,535,1,0
2026-04-10,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.1,58.1,4.79,546,1,0
2026-04-11,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.32,58.7,4.67,552,1,0
2026-04-12,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.48,59.3,4.65,564,0,0
2026-04-13,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.55,61.3,4.68,576,2,0
2026-04-14,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.4,61.9,4.68,585,1,0
2026-04-15,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.59,60.7,4.54,598,2,0
2026-04-16,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.7,61.7,4.65,608,2,0
2026-04-17,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.59,63.3,4.62,615,2,0
2026-04-18,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.82,65.1,4.55,621,3,0
2026-04-19,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,3.93,64.3,4.61,631,2,0
2026-04-20,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.01,65.8,4.5,637,2,0
2026-04-21,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.06,65.1,4.5,643,3,0
2026-04-22,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.19,65.6,4.35,653,2,0
2026-04-23,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.19,68.1,4.44,666,2,0
2026-04-24,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.16,66.5,4.37,672,3,0
2026-04-25,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.44,67.1,4.33,684,2,0
2026-04-26,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.42,67.8,4.35,695,2,0
2026-04-27,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.32,69.2,4.27,708,1,0
2026-04-28,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.5,70.5,4.24,716,3,0
2026-04-29,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.7,70.1,4.18,730,1,0
2026-04-30,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.72,72.4,4.17,740,3,0
2026-05-01,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.8,71.3,4.21,749,2,0
2026-05-02,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.78,72.8,4.06,763,3,0
2026-05-03,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.88,72.9,4.13,774,3,0
2026-05-04,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.84,72.2,4.15,783,0,0
2026-05-05,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,4.94,75.1,3.96,791,1,0
2026-05-06,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.12,76.0,4.04,801,0,0
2026-05-07,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.28,74.5,4.03,811,2,0
2026-05-08,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.14,77.2,3.9,824,2,0
2026-05-09,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.32,76.9,3.84,838,1,0
2026-05-10,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.55,77.7,3.81,845,1,0
2026-05-11,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.36,77.6,3.89,851,1,0
2026-05-12,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.63,79.4,3.84,865,1,0
2026-05-13,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.62,79.5,3.86,872,2,0
2026-05-14,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.82,79.4,3.78,883,3,0
2026-05-15,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.95,80.4,3.71,894,2,0
2026-05-16,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.92,79.6,3.62,906,2,0
2026-05-17,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,5.83,81.8,3.68,919,2,0
2026-05-18,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.09,82.1,3.65,926,1,0
2026-05-19,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.23,83.3,3.71,932,2,0
2026-05-20,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.03,81.8,3.65,946,1,0
2026-05-21,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.14,83.8,3.65,952,2,0
2026-05-22,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.44,84.5,3.48,960,1,0
2026-05-23,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.49,83.6,3.52,967,2,0
2026-05-24,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.56,84.5,3.53,979,1,0
2026-05-25,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.51,84.8,3.48,993,1,0
2026-05-26,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.69,86.8,3.38,1000,2,0
2026-05-27,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.65,86.1,3.33,1006,1,0
2026-05-28,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.73,86.7,3.43,1013,3,1
2026-05-29,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.88,89.5,3.31,1026,1,1
2026-05-30,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.92,88.7,3.38,1032,1,1
2026-05-31,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,6.86,90.5,3.22,1044,3,1
2026-06-01,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.07,88.9,3.21,1058,2,1
2026-06-02,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.05,89.4,3.13,1066,1,1
2026-06-03,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.11,91.8,3.08,1077,3,1
2026-06-04,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.38,92.7,3.05,1083,1,1
2026-06-05,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.36,91.3,3.19,1096,3,1
2026-06-06,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.49,92.6,3.14,1107,3,1
2026-06-07,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.42,94.9,2.97,1120,3,1
2026-06-08,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.62,93.3,3.0,1133,0,1
2026-06-09,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.57,93.8,3.03,1139,3,1
2026-06-10,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.71,96.3,2.91,1149,0,1
2026-06-11,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.84,95.1,3.03,1158,2,1
2026-06-12,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.03,96.9,2.97,1168,2,1
2026-06-13,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.88,97.1,2.82,1176,1,1
2026-06-14,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,7.89,99.3,2.89,1190,3,1
2026-06-15,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.19,99.4,2.81,1199,1,1
2026-06-16,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.15,98.2,2.76,1208,2,1
2026-06-17,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.19,100.3,2.83,1214,2,1
2026-06-18,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.39,99.3,2.8,1227,1,1
2026-06-19,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.37,101.4,2.7,1237,2,0
2026-06-20,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.49,102.3,2.73,1244,1,0
2026-06-21,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.55,103.3,2.61,1250,2,0
2026-06-22,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.58,101.6,2.62,1257,2,0
2026-06-23,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.65,103.3,2.61,1266,1,0
2026-06-24,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.89,103.8,2.53,1272,3,0
2026-06-25,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.86,103.3,2.56,1286,2,0
2026-06-26,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.97,105.6,2.59,1293,2,0
2026-06-27,EQ-RCT-01,Rectifier Transformer R-4,Jharsuguda Smelter,Pot Room,8.96,104.6,2.55,1300,2,0
2026-03-30,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.45,54.3,4.92,1314,0,0
2026-03-31,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.25,55.8,4.96,1326,0,0
2026-04-01,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.34,55.1,4.94,1340,0,0
2026-04-02,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.44,53.7,4.88,1353,0,0
2026-04-03,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.26,54.1,5.01,1361,0,0
2026-04-04,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.48,55.5,4.95,1369,0,0
2026-04-05,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.41,54.8,4.89,1378,1,0
2026-04-06,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.36,54.7,4.91,1386,1,0
2026-04-07,EQ-FAN-01,ID Fan F-2,Lanjigarh Refinery,Power Plant,2.55,56.0,4.99,1397,0,0
